City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,nuuk,64.1835,-51.7216,-0.66,100,100,9.26,GL,1701040747
364,mammoth lakes,37.6485,-118.9721,4.63,21,0,4.12,US,1701040996
365,voi,-3.3945,38.563,22.38,89,100,1.72,KE,1701040996
366,saint-pierre,-21.3393,55.4781,21.98,68,0,3.6,RE,1701040925
367,itacare,-14.2775,-38.9967,23.08,93,81,3.17,BR,1701040996
368,goz beida,13.95,20.55,26.44,20,36,4.38,TD,1701040997
369,copiapo,-27.3667,-70.3333,14.83,39,0,2.77,CL,1701040997
370,international falls,48.6011,-93.411,-7.7,74,100,6.69,US,1701040997
371,plastun,44.7561,136.2939,-7.93,53,96,2.76,RU,1701040997
372,cullowhee,35.3137,-83.1765,9.36,90,100,0.0,US,1701040997
373,hiratacho,35.4333,132.8167,11.01,76,75,3.09,JP,1701040997
374,taulaga,-11.0553,-171.0883,29.13,78,99,8.3,AS,1701040997
375,bereeda,11.8704,51.0579,25.42,76,25,1.88,SO,1701040997
376,caldas novas,-17.7417,-48.625,21.82,91,67,1.79,BR,1701040923
377,kalmunai,7.4167,81.8167,25.01,89,99,1.19,LK,1701040997
378,mauganj,24.6833,81.8833,17.27,48,100,2.0,IN,1701040998
379,santo antonio do leverger,-15.8656,-56.0767,29.21,84,90,0.8,BR,1701040998
380,gamba,-2.65,10.0,25.85,88,100,2.02,GA,1701040998
381,bamboo flat,11.7,92.7167,28.05,83,40,2.57,IN,1701040998
382,vilyuchinsk,52.9306,158.4028,-7.82,78,26,3.36,RU,1701040999
383,bunbury,-33.3333,115.6333,21.91,51,100,5.17,AU,1701040999
384,san jose del cabo,23.0589,-109.6977,27.0,61,100,2.06,MX,1701041000
385,al jubayl,27.0112,49.6583,23.23,75,8,5.44,SA,1701040717
386,woods creek,47.8787,-121.8985,10.86,77,25,0.28,US,1701041000
387,wanparti,16.3667,78.0667,20.68,93,13,1.61,IN,1701041000
388,nagqu,31.5,92.0,-11.09,52,87,1.25,CN,1701041000
389,naousa,40.6329,22.0534,1.94,50,3,2.33,GR,1701041000
390,praia da vitoria,38.7333,-27.0667,19.14,100,40,8.11,PT,1701041000
391,arkalyk,50.2486,66.9114,1.53,45,100,8.11,KZ,1701041000
392,pangody,65.85,74.4859,-12.71,96,95,3.28,RU,1701041000
393,swift current,50.2834,-107.8014,-3.55,86,100,5.14,CA,1701041001
394,nemuro,43.3236,145.575,2.09,56,49,3.77,JP,1701041001
395,winterville,35.529,-77.4011,9.01,98,100,2.06,US,1701041001
396,ingeniero guillermo n. juarez,-23.9,-61.85,26.12,75,71,3.98,AR,1701041001
397,san angelo,31.4638,-100.437,11.73,33,98,0.89,US,1701041001
398,vrangel',42.7297,133.0839,-2.09,79,100,3.01,RU,1701041001
399,nelson bay,-32.7167,152.15,25.03,79,0,7.52,AU,1701041001
400,salbris,47.4242,2.0512,3.31,77,100,2.32,FR,1701041002
401,hirara,24.8,125.2833,23.92,73,75,5.66,JP,1701041002
402,pitea,65.3172,21.4794,-10.95,96,93,3.52,SE,1701041002
403,kavieng,-2.5744,150.7967,29.37,71,97,2.44,PG,1701041002
404,murun-kuren,49.6342,100.1625,-14.12,88,5,2.03,MN,1701041002
405,kitaibaraki,36.7833,140.75,8.47,100,0,1.75,JP,1701041002
406,les cayes,18.2,-73.75,25.54,81,43,1.93,HT,1701041002
407,fort bragg,35.139,-79.006,8.91,89,75,0.0,US,1701041003
408,aykhal,66.0,111.5,-20.97,99,99,3.94,RU,1701041003
409,tsiombe,-25.3,45.4833,22.24,91,2,1.83,MG,1701041003
410,reggane,26.7158,0.1714,17.16,26,48,4.44,DZ,1701041003
411,ad diwaniyah,31.9905,44.9306,18.01,66,0,5.24,IQ,1701041003
412,jalai nur,49.45,117.7,-24.32,94,56,2.79,CN,1701041003
413,port blair,11.6667,92.75,28.02,83,40,2.57,IN,1701041003
414,great bend,38.3645,-98.7648,3.07,65,0,4.12,US,1701041003
415,santo antonio,-6.3106,-35.4789,24.34,69,1,3.89,BR,1701041004
416,mhango,-3.2833,32.85,19.71,88,90,1.29,TZ,1701041004
417,bishkek,42.87,74.59,1.11,32,81,0.89,KG,1701041004
418,fisterra,42.9049,-9.2629,13.75,83,100,4.34,ES,1701041004
419,krasnogorskiy,54.6025,61.231,-1.82,88,100,2.8,RU,1701041004
420,ulanhot,46.0833,122.0833,-12.06,83,100,1.01,CN,1701041004
421,colonia,50.9333,6.95,5.54,82,40,2.57,DE,1701040780
422,gilgit,35.9221,74.3087,10.93,47,100,1.78,PK,1701041004
423,upata,8.0086,-62.3989,24.0,94,80,2.05,VE,1701041004
424,petropavlovsk-kamchatsky,53.0452,158.6483,-8.64,74,40,4.47,RU,1701040936
425,pisco,-13.7,-76.2167,21.03,73,0,8.23,PE,1701041005
426,la sarre,48.8002,-79.1996,-1.46,96,100,5.47,CA,1701041005
427,masvingo,-20.0637,30.8277,22.19,43,1,2.94,ZW,1701041005
428,gadzhiyevo,69.2551,33.3362,-14.95,90,48,2.66,RU,1701041005
429,tanumah,27.1,44.1333,22.01,36,83,1.34,SA,1701041005
430,kannur,11.8675,75.3576,24.72,82,10,1.85,IN,1701041005
431,cabo san lucas,22.8909,-109.9124,27.01,65,100,1.54,MX,1701041005
432,constitucion,-35.3333,-72.4167,15.63,81,37,2.09,CL,1701041005
433,mount isa,-20.7333,139.5,27.87,57,91,5.14,AU,1701041006
434,las khorey,11.1595,48.1967,25.74,57,51,2.33,SO,1701041006
435,ryotsu-minato,38.0833,138.4333,11.38,81,100,0.71,JP,1701041006
436,cill airne,52.05,-9.5167,9.6,94,100,2.23,IE,1701041006
437,minas de marcona,-15.2119,-75.1103,16.9,71,28,5.69,PE,1701041006
438,zhezqazghan,47.7833,67.7667,2.06,51,100,5.65,KZ,1701041006
439,cidreira,-30.1811,-50.2056,20.63,81,5,9.79,BR,1701041006
440,marabba,12.35,32.1833,29.87,20,25,3.34,SD,1701041007
441,carutapera,-1.195,-46.02,26.45,78,88,3.13,BR,1701041007
442,dubbo,-32.25,148.6167,26.07,47,0,3.09,AU,1701041007
443,hounde,11.5,-3.5167,28.44,35,26,1.44,BF,1701041007
444,keetmanshoop,-26.5833,18.1333,28.92,13,1,3.49,NA,1701040807
445,aioun,16.6614,-9.6149,23.77,14,1,4.49,MR,1701041007
446,nizhnesortymskiy,62.4397,71.7603,-17.19,98,90,1.3,RU,1701040855
447,cruzeiro do sul,-29.5128,-51.9853,20.67,87,5,1.13,BR,1701041007
448,bubaque,11.2833,-15.8333,27.24,63,3,4.2,GW,1701041007
449,talakan,50.3167,130.3667,-22.2,100,22,0.7,RU,1701041007
450,ketchikan,55.3422,-131.6461,7.26,93,100,5.66,US,1701041008
451,khajuraho group of monuments,24.85,79.9333,17.88,37,100,1.13,IN,1701041008
452,tougan,13.0667,-3.0667,26.65,19,31,3.81,BF,1701041008
453,quezon,7.7303,125.0989,24.78,88,36,1.17,PH,1701041008
454,sanchursk,56.9413,47.2499,0.66,99,100,4.46,RU,1701041008
455,barra do bugres,-15.0725,-57.1811,27.01,66,62,0.83,BR,1701041009
456,kenai,60.5544,-151.2583,2.3,98,100,3.09,US,1701041009
457,mgandu,-5.95,34.1333,18.48,82,93,2.85,TZ,1701041009
458,olean,42.0776,-78.4297,4.38,75,100,5.66,US,1701041009
459,calama,-22.4667,-68.9333,21.27,17,0,11.83,CL,1701041009
460,coronel dorrego,-38.7187,-61.2873,16.18,73,73,5.73,AR,1701041009
461,mount pearl,47.5166,-52.7813,1.29,82,100,2.06,CA,1701041009
462,mianwali,32.5741,71.5264,18.13,32,99,1.13,PK,1701041009
463,terenos,-20.4422,-54.8603,22.84,88,75,2.57,BR,1701041010
464,zbarazh,49.6636,25.7762,-3.23,88,100,9.59,UA,1701041010
465,rio grande,-32.035,-52.0986,22.06,83,61,8.15,BR,1701040921
466,olinda,-8.0089,-34.8553,27.85,65,75,5.14,BR,1701040693
467,guerrero negro,27.9769,-114.0611,21.11,51,22,5.07,MX,1701041011
468,lerwick,60.1545,-1.1494,7.0,65,97,12.18,GB,1701041011
469,borogontsy,62.6683,131.1683,-29.44,93,100,1.59,RU,1701041011
470,machico,32.7,-16.7667,19.35,79,20,2.06,PT,1701041011
471,mongo,12.1844,18.693,27.34,24,9,2.42,TD,1701041012
472,howard springs,-12.497,131.047,30.95,92,39,1.23,AU,1701041012
473,beardstown,40.0176,-90.4243,0.04,82,99,1.34,US,1701041012
474,altenberg,50.7656,13.7533,-1.44,99,100,3.13,DE,1701041012
475,bel ombre,-4.6167,55.4167,26.91,83,40,1.03,SC,1701041012
476,garissa,-0.4536,39.6401,25.98,83,98,3.72,KE,1701041012
477,tottori,35.5,134.2333,10.04,76,20,4.12,JP,1701041012
478,saguenay,48.4168,-71.0657,-0.54,85,100,4.12,CA,1701041012
479,tizimin,21.15,-88.15,25.7,85,78,2.82,MX,1701041012
480,sinan,34.8262,126.1086,9.06,76,87,7.41,KR,1701040789
481,barcelos,41.5388,-8.6151,12.18,92,96,1.1,PT,1701041013
482,muromtsevo,56.3724,75.2418,-0.19,89,100,1.75,RU,1701041013
483,medyn',54.9692,35.8586,-2.92,91,100,2.68,RU,1701041013
484,tralee,52.2704,-9.7026,10.27,89,99,3.87,IE,1701041013
485,frederico westphalen,-27.3592,-53.3944,19.67,94,99,1.53,BR,1701041013
486,bartica,6.4,-58.6167,26.18,88,100,1.49,GY,1701041013
487,maine soroa,13.2114,12.0241,27.33,20,32,4.02,NE,1701041013
488,itoman,26.1247,127.6694,23.01,86,75,3.09,JP,1701041013
489,amuntai,-2.4177,115.2494,23.85,97,97,0.35,ID,1701041014
490,noumea,-22.2763,166.4572,30.99,99,46,4.17,NC,1701041014
491,arroio dos ratos,-30.0772,-51.7292,19.79,88,1,3.08,BR,1701041014
492,klaksvik,62.2266,-6.589,3.51,71,94,8.52,FO,1701041014
493,mkushi,-13.6202,29.3939,18.89,87,100,0.48,ZM,1701041014
494,papao,-17.75,-149.55,29.82,83,54,9.98,PF,1701041014
495,ginir,7.1333,40.7,13.17,50,87,2.37,ET,1701041014
496,sterling,39.0062,-77.4286,7.16,86,100,0.45,US,1701041015
497,kotabumi,-4.8333,104.9,24.18,88,93,1.11,ID,1701041015
498,taganrog,47.2362,38.8969,7.81,68,100,15.27,RU,1701040422
499,malpe,13.35,74.7167,26.61,79,5,1.47,IN,1701041015
500,puerto baquerizo moreno,-0.9,-89.6,24.49,79,60,4.95,EC,1701041015
501,casper,42.8666,-106.3131,-2.93,67,0,5.14,US,1701041015
502,surgana,20.5667,73.6167,18.83,96,88,1.38,IN,1701041015
503,dali,25.7,100.1833,7.44,82,0,0.77,CN,1701041015
504,vanino,49.0869,140.2543,-13.93,55,41,4.01,RU,1701040920
505,bolivar,37.6145,-93.4105,2.72,73,12,5.85,US,1701041016
506,alta,69.9689,23.2717,-9.41,82,100,4.12,NO,1701041016
507,santiago de tolu,9.5239,-75.5814,27.19,88,74,4.51,CO,1701041016
508,neon karlovasion,37.7903,26.7044,12.17,50,74,12.31,GR,1701041016
509,jisr ash shughur,35.8143,36.3206,15.1,80,80,10.86,SY,1701041016
510,sisimiut,66.9395,-53.6735,-3.77,94,100,3.45,GL,1701041016
511,pingxiang,27.6167,113.85,9.0,88,0,0.21,CN,1701041016
512,cabedelo,-6.9811,-34.8339,27.37,71,0,5.81,BR,1701041016
513,lubango,-14.9172,13.4925,15.92,100,96,2.06,AO,1701041017
514,petite riviere,-20.1894,57.4453,23.86,80,22,2.17,MU,1701041017
515,camarinas,43.1311,-9.1817,13.85,87,100,4.91,ES,1701041017
516,fortaleza,-3.7227,-38.5247,28.37,77,40,4.63,BR,1701040727
517,aksu,41.1231,80.2644,1.79,41,32,1.15,CN,1701040822
518,codrington,-38.2667,141.9667,14.12,67,100,5.92,AU,1701041017
519,kipushi,-11.7667,27.2333,17.04,95,100,1.4,CD,1701041017
520,ugoofaaru,5.6667,73.0,28.37,77,100,5.16,MV,1701041017
521,alva,56.1528,-3.8051,6.08,96,100,1.88,GB,1701041017
522,maragogi,-9.0122,-35.2225,24.76,70,0,2.49,BR,1701041018
523,kavalerovo,44.2661,135.0572,-9.14,76,100,0.45,RU,1701041019
524,santo antonio do ica,-3.1022,-67.9397,26.32,77,61,1.04,BR,1701041019
525,cockburn town,21.4612,-71.1419,26.98,65,20,4.12,TC,1701041019
526,batticaloa,7.7102,81.6924,25.68,85,99,1.14,LK,1701041019
527,pasighat,28.0667,95.3333,15.33,45,36,1.59,IN,1701041019
528,iola,37.9245,-95.4,3.03,80,0,3.09,US,1701041019
529,huayin,34.5675,110.0921,9.25,37,0,2.78,CN,1701041019
530,lautoka,-17.6167,177.4667,29.92,70,40,6.69,FJ,1701041019
531,kasumkent,41.6773,48.146,13.43,44,5,6.57,RU,1701041020
532,willow oak,27.9161,-82.0179,24.04,92,75,3.09,US,1701041020
533,puerto quijarro,-17.7833,-57.7667,27.35,70,99,1.25,BO,1701041020
534,chernyshevskiy,63.0128,112.4714,-21.59,98,94,1.78,RU,1701041020
535,al jawf,29.5,38.75,16.6,34,0,4.23,SA,1701041020
536,dessalines,19.2833,-72.5,24.48,83,78,0.98,HT,1701041020
537,aracruz,-19.8203,-40.2733,21.56,93,93,1.8,BR,1701041020
538,kotido,2.9806,34.1331,21.3,69,87,2.46,UG,1701041020
539,timbuktu,16.7735,-3.0074,23.49,13,92,4.52,ML,1701041021
540,holualoa,19.6228,-155.9522,25.91,78,20,6.17,US,1701041021
541,norilsk,69.3535,88.2027,-23.0,96,95,2.2,RU,1701040763
542,nagornyy,52.7959,83.5498,-0.59,62,97,1.78,RU,1701041021
543,ronne,55.1009,14.7066,-0.05,74,100,2.57,DK,1701041021
544,riviere-du-loup,47.8304,-69.5342,1.49,80,91,1.54,CA,1701041021
545,mezhdurechenskiy,59.6,65.9333,-3.2,97,100,3.29,RU,1701041021
546,nuku'alofa,-21.1333,-175.2,28.19,83,20,4.63,TO,1701041021
547,port augusta,-32.5,137.7667,24.74,38,92,5.52,AU,1701041021
548,chui,-33.6971,-53.4616,17.4,87,6,4.58,UY,1701041021
549,arba minch,6.0333,37.55,19.72,72,80,1.55,ET,1701041022
550,chonchi,-42.6128,-73.8092,13.4,77,100,0.89,CL,1701041022
551,baruun-urt,46.6806,113.2792,-20.61,89,54,3.33,MN,1701041022
552,boguchany,58.3814,97.4531,-22.82,99,6,0.55,RU,1701041022
553,pavlodar,52.3,76.95,-3.11,80,0,4.0,KZ,1701040998
554,santyoku,37.4406,129.1708,8.94,78,94,3.13,KR,1701041022
555,susuman,62.7833,148.1667,-22.43,99,100,2.31,RU,1701041022
556,labytnangi,66.6572,66.4183,-22.14,99,67,1.37,RU,1701041022
557,watampone,-4.5386,120.3279,26.06,88,98,1.1,ID,1701041023
558,zhangye,38.9342,100.4517,-0.23,46,71,0.89,CN,1701040997
559,santana,-0.0583,-51.1817,31.1,70,20,5.66,BR,1701041023
560,gorontalo,0.5412,123.0595,25.76,86,81,0.97,ID,1701041023
561,claudio,-20.4433,-44.7658,19.35,89,85,5.13,BR,1701041023
562,gizo,-8.103,156.8419,28.54,75,93,1.18,SB,1701041023
563,veinticinco de mayo,-35.4323,-60.1727,24.99,48,0,1.34,AR,1701041024
564,tucuma,-0.1833,-50.05,25.83,87,41,3.66,BR,1701041024
565,broken hill,-31.95,141.4333,24.37,37,18,7.3,AU,1701041025
566,nurota,40.5614,65.6886,16.4,21,100,5.02,UZ,1701041025
567,buala,-8.145,159.5921,26.76,86,100,1.56,SB,1701041025
568,kolpashevo,58.3131,82.9089,-14.38,100,92,1.34,RU,1701041025
569,aritao,16.2979,121.0345,22.3,93,98,1.89,PH,1701041025
570,yemva,62.59,50.8594,-10.7,96,100,2.18,RU,1701041025
571,arno,60.1167,18.6333,-2.34,80,97,3.45,SE,1701041025
572,lorengau,-2.0226,147.2712,29.28,70,91,2.06,PG,1701041026
573,dunkwa,5.9656,-1.78,22.94,99,100,1.71,GH,1701041026
574,conduaga,8.862,117.4893,26.04,82,92,1.22,PH,1701041026
